"","ID","Name","Stars","Longitude","Latitude","City","State","Reviews","Address","Breakfast","Lunch","Dinner","Dessert","TakeOut"
"100","8dlyEiypNYB0sVfdzQll3A","Tacos Sahuayo",4.5,-112.0131473,33.4738413,"Phoenix","AZ",50,"2320 N 32nd St
Phoenix, AZ 85008","False","True","False","False","True"
"101","-6j-KVPPX2xKjCruNO2HnQ","Little Spoon",3,-80.839997,35.174778,"Charlotte","NC",39,"2820 Selwyn Ave
Myers Park
Charlotte, NC 28209","False","False","False","False","True"
"102","NVxVxIejYzTYC0Pykia91A","4&20 Bakery & Cafe",4.5,-89.3570465,43.0982336,"Madison","WI",69,"305 N 4th St
Emerson East
Madison, WI 53704","False","False","False","False","True"
"103","d-O9TFUh8fCNUtXrYXcQ5Q","Laurie Raphaël",3,-73.5743935,45.502552,"Montréal","QC",9,"2050, rue Mansfield
Montréal, QC H3A 1Y9","False","False","False","False","False"
"104","ckqbs45ngAwsgyvK_SWkvg","Barro's Pizza",3.5,-111.6837198,33.3880332,"Mesa","AZ",15,"1545 S Power Rd
Mesa, AZ 85206","False","True","False","False","True"
"105","2mmxmtwEli9CycpLcVpZgw","Wok Bo Chinese Restaurant",2,-80.937229,35.270702,"Charlotte","NC",7,"527 Little Rock Rd # B
Paw Creek
Charlotte, NC 28214","False","False","False","False","True"
"106","ZXvxDxhNz8XSe59oj2QlZg","Rubio's Fresh Mexican Grill",4,-112.354406,33.6387136,"Surprise","AZ",7,"13736 West Bell Rd
Surprise, AZ 85374","False","True","True","False","True"
"107","AtJzxpkKh3VMTqmkHhy0Lw","Hello Bistro",4,-79.9581044,40.4407643,"Pittsburgh","PA",88,"3605 Forbes Ave
Oakland
Pittsburgh, PA 15213","False","True","False","False","True"
"108","d-K2njXXxgA0JJx8SmPt2Q","Wongs",4,-3.2868423,55.9431099,"Edinburgh","EDH",4,"221 Saint John's Road
Corstorphine
Edinburgh EH12 7UU","False","False","False","False",""
"109","iPxUYvC8tgt5rBr-IZlSeg","Luu's Chicken Bowl",4.5,-112.013456468,33.5849779664,"Phoenix","AZ",60,"10876 N 32nd St
Phoenix, AZ 85028","False","True","False","False","True"
"110","naUQ_ZHKq2ONBwW5EhJXJQ","Bluephies",3.5,-89.428984,43.056786,"Madison","WI",193,"2701 Monroe St
Ste 700
Dudgeon-Monroe
Madison, WI 53711","False","True","True","False","True"
"111","VrqEeynr7KqucvEjpz8w_g","Carrabba's",3.5,-111.7435648,33.3014001,"Gilbert","AZ",51,"2709 S. Market St
Gilbert, AZ 85296","False","False","True","False","True"
"112","gsEFOpYuE5iRPncVy2hisg","King Crab Oyster Bar & Grill",4,-80.4649691,43.4639487,"Kitchener","ON",7,"907 Victoria Street N
Kitchener, ON N2B 3C3","","","","",""
"113","9Tcff8pZht6dQXPfjdReEg","IHOP Restaurant",2.5,-111.8566173,33.3493702,"Chandler","AZ",24,"935 W Elliot Rd
Chandler, AZ 85225","True","False","False","False","True"
"114","ysPpFXooSEtwHkIdcOd4Kg","Peter Wong Chinese Restaurant",3,-112.0922595,33.5095738,"Phoenix","AZ",11,"1534 W Camelback Rd
Phoenix, AZ 85015","False","True","True","False","True"
"115","NyOUmQCrNeY5S4Z9Iqzmvg","Papa Murphy's Take 'N Bake Pizza",4,-111.8767202,33.3784788,"Mesa","AZ",10,"1955 W Baseline Rd
Mesa, AZ 85202","False","False","False","True","True"
"116","7mBZcDYozga63BlmshTKlw","McDonald's",3.5,8.39451,49.0343,"Karlsruhe","BW",3,"Bocksdornweg 2
76149 Karlsruhe","","","","",""
"117","flVIZ393lw6RG0wRkTaVEg","bin 702",3.5,-115.13879978,36.1674220639,"Las Vegas","NV",70,"707 E Fremont St
Downtown
Las Vegas, NV 89101","False","True","False","False","True"
"118","sQtXjJvdzfOXtB_TrcZugQ","Tapa",4.5,-3.1975974,55.9543937,"Edinburgh","EDH",9,"97 Hanover Street
New Town
Edinburgh EH2 1DJ","False","False","False","False","False"
"119","YF7SYuFzjlowh5Q63-Xd3A","KFC",2.5,-111.5240392,32.9838521,"Coolidge","AZ",3,"1505 N Arizona Boulevard
Coolidge, AZ 85228","False","False","False","False","True"
"120","5h3pG3cq0eNNErp27V6zRg","Thai BBQ",3.5,-115.2243599,36.1129299,"Las Vegas","NV",84,"4180 S Jones Blvd
Las Vegas, NV 89103","False","True","False","False","True"
"121","LjxKWM9wmyp7iYDkEMdwGQ","Ciao Ciao Cafe & Bar",3,-115.1766881,36.1174528,"Las Vegas","NV",42,"3500 Las Vegas Blvd S
The Strip
Las Vegas, NV 89109","False","False","False","True","True"
"122","8X_9ue_Hnpr1lYa90EG3bw","Island Style Restaurant",3,-115.241693,36.127459,"Las Vegas","NV",20,"Greenland Market
6850 Spring Mountain Rd
Chinatown
Las Vegas, NV 89146","False","False","False","False","True"
"123","H9wnP4BIctmRxMq43NPgAA","Talavera",4,-111.850211,33.732072,"Scottsdale","AZ",64,"10600 E Crescent Moon Dr
Scottsdale, AZ 85262","False","False","True","False","False"
"124","gDEfkD7ZUXSFWEKC_zb66A","Jt's Barbecue",3,-115.190521181,36.0878030296,"Las Vegas","NV",13,"5611 S Valley View Blvd
Las Vegas, NV 89118","False","False","False","False","True"
"125","nVyL22lcEZoUNoAMgfKOyQ","Café Raymond",4,-79.9830149,40.4517538,"Pittsburgh","PA",49,"2103 Penn Ave
Strip District
Pittsburgh, PA 15222","True","False","False","False","True"
"126","u4gTf8OO6ywnnBUp7UL_vA","Ichiban Japanese Restaurant",1.5,-111.915305,33.421053,"Tempe","AZ",5,"1435 E University Dr
Tempe, AZ 85281","","","","",""
"127","08-gH0F1IGXDDlCYEpDbMg","Fiddler's Green",4,-73.5751605034,45.496071123,"Montréal","QC",38,"1224 Bishop Street
Montréal, QC H3G 2E2","False","False","False","True","False"
"128","sJg0ELnsDeuFUJcVubF98g","Kabuki Dining Bar",4,-115.1378386,36.1162576,"Las Vegas","NV",33,"3949 S Maryland Pkwy
Eastside
Las Vegas, NV 89119","False","False","True","False","True"
"129","HeOhdA_EItjAi_YnvuCdRA","Kasbah Take Away",4,-3.195104,55.9386468,"Edinburgh","EDH",9,"24 Marchmont Road
Marchmont
Edinburgh EH9 1HZ","False","False","False","False","True"
"130","Lkk06qxSgRHH2gDuuB_WkQ","Feast Buffet",2.5,-115.2398152,36.2476774,"Las Vegas","NV",62,"Santa Fe Station Hotel & Casino
4954 N Rancho Dr
Northwest
Las Vegas, NV 89130","False","True","False","False","False"
"131","exLaqeER1uY9kVfwfFxvKA","Fair Trade Coffee",3.5,-89.392028,43.075046,"Madison","WI",40,"418 State St
Capitol
Madison, WI 53703","","","","",""
"132","iVmVe7VqGAa5D2rQj_dqEg","La Belle Province",3,-73.5366421,45.5457808,"Montreal","QC",10,"3850 Rue St-Catherine E
Montreal, QC H1W 2G2","False","False","False","False","True"
"133","QnyzlVMyx0Exri-Lay10cA","Sushi Three",3.5,-80.049448,40.388562,"Pittsburgh","PA",17,"297 Beverly Rd
Pittsburgh, PA 15216","False","True","True","False","True"
"134","ygt9aCJ3X8m3M4H8vU7cSw","Pioneer Restaurant",4,-112.1429536,33.8195509,"Phoenix","AZ",4,"3901 W Pioneer Rd
Phoenix, AZ 85086","False","False","False","False","True"
"135","JsanjIgKkl_b6kc4qWC55Q","Delhi Palace Cuisine of India",4,-111.9247139,33.4213508,"Tempe","AZ",127,"933 E University Dr
Ste 103
Tempe, AZ 85281","False","True","False","False","True"
"136","SfdwT-pN-pUW4bvziL0Lyw","Eduardo Duluth",3.5,-73.575557498,45.5209654237,"Montréal","QC",35,"404 Duluth Avenue E
Montréal, QC H2L 1A3","False","False","True","False","True"
"137","ILtKHOTf_EwrzAesMeNBOw","China Restaurant Long",3.5,8.28568,48.9629,"Rheinstetten","BW",3,"Am Wasen 3
76287 Rheinstetten","","","","","False"
"138","gxuVySgACHDqJlwmelFHLA","56th St Deli & Market",4.5,-111.959883,33.488839,"Phoenix","AZ",9,"5619 E Indian School Rd
Phoenix, AZ 85018","False","False","False","False","True"
"139","mFcB-ohmJIi1xuZadKbuww","Zaytoon Kabob Bistro",3.5,-111.925763,33.319526,"Chandler","AZ",4,"4929 W Ray Rd
Chandler, AZ 85226","","","","","True"
"140","Lt9o2RmacVY2L-IWLA8uTg","Morton's The Steakhouse",4,-80.845006058,35.2286502258,"Charlotte","NC",58,"227 W Trade St
Charlotte, NC 28202","False","False","True","False","False"
"141","vcwmvs5yM5Tf9vUy74zEhw","McGinnis Frontrow Restaurant",3.5,-80.5365704,43.471988,"Waterloo","ON",9,"160 University Avenue W
Waterloo, ON N2L 3E9","False","False","False","False",""
"142","WJxFcrTCN16QfW16ddE2_g","Kinka Izakaya",4,-73.5788095157,45.4939720356,"Montréal","QC",22,"1624 Rue Sainte-Catherine W
Montréal, QC H3H 2S7","","","","","True"
"143","-ypSXxstO11bNUl2Lhf5KQ","Sourdough Cafe",3,-115.075921338,36.1248914538,"Las Vegas","NV",19,"Arizona Charlie's Boulder
4575 Boulder Hwy
Las Vegas, NV 89121","True","False","False","False","True"
"144","EFxaUHb6UwOpsvIIdZk-Ng","China Harvest Buffet",3,-112.1197753,33.597378,"Phoenix","AZ",18,"12407 N 28th Dr
Phoenix, AZ 85029","False","True","False","False","True"
"145","oUpVWZv6Sa62wTkkS7V7qQ","Trails End Bar & Grill",3.5,-112.0357137,33.3762931,"Phoenix","AZ",7,"The Legacy Golf Resort
6808 S 32nd St
Phoenix, AZ 85042","False","False","False","False","True"
"146","owBuvSx8tKm62-3gTnparw","Denny's",3,-115.1982229,36.2390184,"North Las Vegas","NV",17,"4289 W Craig Rd
North Las Vegas, NV 89032","True","False","False","False","True"
"147","d840tbYJSVn8Fu-n5XRJTw","Handlebar-J",3.5,-111.927518,33.583141,"Scottsdale","AZ",58,"7116 E Becker Ln
Scottsdale, AZ 85254","False","False","False","False","True"
"148","0FfB4c7KABDCFITS4rPY_Q","Thai Original BBQ Restaurant",3.5,-115.2411327,36.1151835,"Las Vegas","NV",59,"6820 W Flamingo Rd
Ste A
Las Vegas, NV 89103","False","True","False","False","True"
"149","4ekebF5aRXdIFeHkDggixg","McAlister's Deli",4,-111.978476644,33.602212485,"Phoenix","AZ",48,"12487 N Tatum Blvd
Phoenix, AZ 85032","False","True","False","False","True"
"150","xibL5PBnob11lnX8hS6Ihw","Golden Krust",3,-80.7567696,35.3034343,"Charlotte","NC",12,"440 E McCullough Dr
Ste 126
University City
Charlotte, NC 28262","False","True","False","False","True"
"151","e1fPOv3qzsaFdanxwmcOIQ","The Simple Greek",4.5,-80.0441557914,40.381372311,"Mount Lebanon","PA",9,"665 Washington Rd
Mount Lebanon, PA 15228","False","False","False","False","True"
"152","52-myDV9zeS7Q1EmAvF4mg","Carlos & Pepes",3,-73.7450953,45.5624207,"Laval","QC",7,"170 Promenade Du Centropolis
Laval, QC H7T 2Z6","False","False","False","False","True"
"153","abyw7M9utpZJGo_RF0LScQ","Streetcar Po-boys",3.5,-115.1632669,36.1520371,"Las Vegas","NV",114,"1624 W Oakey Blvd
Las Vegas, NV 89102","False","False","False","False","True"
"154","7_LgHFNEVTqjibY3jIkfZA","Cameron Chinese Seafood Restaurant",3.5,-80.4804697,43.4464381,"Kitchener","ON",17,"21-19 Cameron St
Kitchener, ON N2G 3N2","False","True","False","False","True"
"155","HnPMt4Lub6LV9YddPoh1IQ","Lucio Ristorante",4,-115.2796682,36.1439829,"Las Vegas","NV",34,"8615 W Sahara Ave
Westside
Las Vegas, NV 89117","False","False","True","False","False"
"156","tRnSOlzkJd88eMfji2YZOg","Shäika Café",3.5,-73.6125141,45.4722384,"Montréal","QC",17,"5526 Rue Sherbrooke Ouest
Montréal, QC H4A 1W2","True","True","False","False","True"
"157","SAn00wMLNfjab3W1XuHACA","Laduca's New York Italian Deli",3.5,-115.227134,36.0999899,"Las Vegas","NV",17,"6160 W Tropicana Ave
Las Vegas, NV 89103","False","False","False","False","True"
"158","L7UxfZyS_-jFOxRwG0SZWw","Jimmy John's",3.5,-111.9403088,33.4238154,"Tempe","AZ",87,"680 S Mill Ave
Tempe, AZ 85281","False","True","False","False","True"
"159","3trWuWYn8gv3bieAXrBToQ","Panda Express",2.5,-115.2427746,36.0627978,"Las Vegas","NV",14,"6925 S Rainbow Blvd
Spring Valley
Las Vegas, NV 89118","False","False","False","False","True"
"160","zUXC9zZApdSehZVbT7cgYg","Exil Cölner",3,8.4040376,48.9786462,"Karlsruhe","BW",3,"Rastatter Str. 23
76199 Karlsruhe","","","","","False"
"161","4ZZab5hinFzHtj3sE8vQWg","Sushi Factory",3,-115.226559,36.101139,"Las Vegas","NV",101,"6120 W Tropicana Ave
Ste A11
Las Vegas, NV 89103","False","True","True","False","True"
"162","HKnOkqBRJtRKeU5h7CEhdQ","Senor Miguel's",2.5,-115.136389,36.175,"Las Vegas","NV",6,"Suncoast Casino
9090 Alta Dr
Las Vegas, NV 89136","False","False","False","False",""
"163","AEpzpeo3Y6ihEa_yqzp8lg","Chez Delmo",4.5,-73.5576858,45.5037224,"Montréal","QC",14,"275 Rue Notre-Dame O
Montréal, QC H2Y 1T6","False","False","False","False","False"
"164","_aqNCt2RzYu8Qkj0z6A9cw","Palm Pizza",2.5,-115.10086,36.1585279,"Las Vegas","NV",12,"3411 E Charleston Blvd
Downtown
Las Vegas, NV 89104","False","False","False","False","True"
"165","jYQnZdB15ATLbQNXV3Kokg","Subway",4,-112.0493144,33.436794,"Phoenix","AZ",4,"1515 E Buckeye Rd
Phoenix, AZ 85034","False","False","False","False","True"
"166","nkmzy0CAwViaKdYIgoz3jA","Round Table Pizza",4,-115.114895,36.028096,"Las Vegas","NV",12,"8878 S Eastern Ave
Ste 104
Las Vegas, NV 89123","False","True","True","False","True"
"167","NHEniyWfAtopHd-NMURLWQ","Restaurant Soya",4,-73.7469163,45.5573438,"Laval","QC",5,"3204 Boul Saint-Martin O
Laval, QC H7T 1A1","","","","",""
"168","obd-z3P4N5WOwXVvAKtL9Q","McKibbin's Irish Pub",3.5,-73.5711534,45.5134103,"Montréal","QC",24,"3515, rue Saint-Laurent
Montréal, QC H2X 2T6","False","False","False","False","True"
"169","MOYCtEubbPD0Medsqvrk7g","Le Ambre",1.5,-73.6150017,45.4772435,"Montréal","QC",3,"3857 Boul Décarie
Montréal, QC H4A 3J6","","","","",""
"170","we3Hz1tUWFssx3YKNpsegQ","Restaurant Nilufar",4,-73.5808664,45.4926251,"Montreal","QC",11,"1923 Rue Sainte-Catherine Ouest
Montreal, QC H3H 1M3","False","True","False","False","True"
"171","Uke8Pq1m918WW0n0_jEmWw","Market Bistro",3.5,-111.941177845,33.6252063329,"Scottsdale","AZ",57,"6501 E Greenway Pkwy
Ste 123
Scottsdale, AZ 85254","False","True","False","False","True"
"172","A5ECBI0p_9mZ46Y5J3cjsg","Electric Earth Cafe",3.5,-89.3921447,43.0690926,"Madison","WI",31,"546 W Washington Ave
Capitol
Madison, WI 53703","True","False","False","False","True"
"173","fVOxPX70sxVApYJQr5G05Q","New Asia Fast Food",3,-80.5265216,43.4842604,"Waterloo","ON",6,"402 King Street N
Waterloo, ON N2J 2Z4","False","False","False","False","True"
"174","EDIhEegxgXva7jWoJzL1FA","The Great Pho King Food Truck",3,-111.910516,33.468848,"Phoenix","AZ",21,"Phoenix, AZ 85257","False","True","False","False","True"
"175","5nddZwZzT7pvC5vBjKRzoA","Chick-Fil-A",4,-111.743376861,33.3043718899,"Gilbert","AZ",52,"2533 S Market St
Gilbert, AZ 85296","False","True","False","False","True"
"176","V9mkm2Y2U_vgbGq1ZjSd8A","Cafe Keno",3.5,-3.186636,55.949632,"Edinburgh","EDH",7,"80 High Street
The Royal Mile
Newington
Edinburgh EH1 1TB","False","False","False","False",""
"177","qKBdXH1kZNU-c9BHQaTUag","Dottie's True Blue Cafe",3.5,-111.92881012,33.496181488,"Scottsdale","AZ",55,"4151 N Marshall Way
Scottsdale, AZ 85251","True","False","False","False","True"
"178","93zReBgrXHZxsONq6JtEzQ","Tasty Island Carribean Food & Deli",3.5,-115.2410939,36.114987,"Las Vegas","NV",48,"6820 W Flamingo Rd
Las Vegas, NV 89103","False","True","True","False","True"
"179","4Cb0o2AU9PWN_7ZCfwYyLg","Bocata",4.5,-73.55588,45.501442,"Montréal","QC",49,"310 Rue St Paul O
Montréal, QC H2Y 2A3","False","False","True","False","False"
"180","fNrQg2ORp4zj5gC75dwlWg","KELLY O's Diner",3.5,-79.9814381,40.4540482,"Pittsburgh","PA",43,"2400 Smallman St
Strip District
Pittsburgh, PA 15222","True","False","False","False","True"
"181","kFmud3f8H8GSO8eeHDNfrA","Table 34",4,-115.1494487,36.0574506,"Las Vegas","NV",106,"600 E Warm Springs Rd
Southeast
Las Vegas, NV 89119","False","False","True","False","True"
"182","UaqG2RIaDRj1A4ZHZYn1_w","Jack-In-the-Box",4.5,-80.843388,35.34807,"Charlotte","NC",8,"7000 W Wt Harris Blvd
Charlotte, NC 28269","False","True","False","False","True"
"183","glDy-a_H8hEuUwKp7-RUcQ","Cucina Tagliani",3,-112.340311,33.46722,"Avondale","AZ",3,"1733 N Dysart Rd
Avondale, AZ 85392","False","False","False","False","True"
"184","ouBlOm6OSfVKWatic4c2lg","Sandra Dee's Catering,LLC",4.5,-111.7497,33.3604,"Phoenix","AZ",8,"344 N Gilbert Rd
Phoenix, AZ 85234","False","False","False","False","True"
"185","hAO3Y7JukpLRVQzbGO_jEw","Carl's Jr",2.5,-115.151185,36.085488,"Las Vegas","NV",3,"McCarran International Airport Terminal 3
Southeast
Las Vegas, NV 89122","False","False","False","False","True"
"186","6S8fuDZ2XDcsPibF3BNTsQ","Krung Thai Restaurant",4,-115.207626,36.1145349,"Las Vegas","NV",92,"4130 S Decatur Blvd
Las Vegas, NV 89103","False","True","False","False","True"
"187","OdNwrZgfPp2Xkj8lEPMJeg","Greystone Restaurant Tap Room",3,-80.868984,35.19747,"Charlotte","NC",23,"3039 South Blvd
Sedgefield
Charlotte, NC 28209","True","False","False","False","True"
"188","l6QcUE8XXLrVH6Ydm4GSNw","Fatburger",3,-115.191711,36.197365,"Las Vegas","NV",13,"Texas Station Casino
2101 Texas Star Ln
Las Vegas, NV 89032","False","True","True","False","True"
"189","uUNTNwbyDO7WK8ZgCxHxzw","Villa Fresh Italian Kitchen",2.5,-115.146372,36.124423,"Las Vegas","NV",5,"Fashion Outlets of Las Vegas
32100 Las Vegas Blvd. South
Eastside
Las Vegas, NV 89109","False","False","False","False","True"
"190","qXyhCYV6cjojzy5rJKooMA","Luncha Libre Gourmet Food Truck",4.5,-112.0533611,33.5527972,"Phoenix","AZ",56,"1339 E Northern
Phoenix, AZ 85020","False","True","False","False","True"
"191","zoHCkEiIKfXiLTKUqKEojQ","Red Robin Gourmet Burgers",3,-111.8993914,33.3057982,"Chandler","AZ",53,"3420 W. Chandler Blvd.
Chandler, AZ 85226","False","True","False","False","True"
"192","w-RzHsvV05yT2K-JC8DJUA","Fernando's Cafe",3.5,-79.9957164,40.4436254,"Pittsburgh","PA",12,"963 Liberty Ave
Downtown
Pittsburgh, PA 15222","False","False","False","False","True"
"193","WjYJlmKwdYsNEcrJ6D0C_A","K Peppers",3.5,-89.513737,43.096359,"Middleton","WI",63,"1901 Cayuga St
Ste 110
Middleton, WI 53562","False","True","True","False","True"
"194","5YUGde1hTOu19Jq9anqLMA","Moe's Southwest Grill",3.5,-80.8560299501,35.3488949069,"Charlotte","NC",14,"9330 Center Lake Dr
Ste 100
Charlotte, NC 28263","False","False","True","False","True"
"195","UvuUOiP0oIgJ2H_8J6h6Zg","Wing Zone",2,-80.74022,35.3171014,"Charlotte","NC",7,"9605 N Tryon Street
University City
Charlotte, NC 28262","False","False","False","False","True"
"196","DnnFh6Gn8dV6I20Hzy8a0g","Hidalgo Mexican Food",3,-111.813858,33.407534,"Mesa","AZ",4,"801 E Broadway
Mesa, AZ 85204","","","","",""
"197","F8ZmVRwRU2QmoIXeBd5jPA","Esposito's Pizzera",3,-80.7028745,35.0692931,"Indian Trail","NC",10,"1381 Chestnut Ln
Indian Trail, NC 28104","","","","",""
"198","PAtgWCLCFRQd_fjnihISOg","L'amore",4,-112.0154818,33.5305094,"Phoenix","AZ",57,"3159 E Lincoln Dr
Phoenix, AZ 85016","False","False","True","False","True"
"199","Nq_BMV7kyx9_C3w0Jip6CA","Greyfriars Bobby's Bar",3.5,-3.1915004,55.9468452,"Edinburgh","EDH",46,"30-34 Candlemaker Row
Old Town
Edinburgh EH1 2QE","False","False","False","False","False"
"200","4eFIVmbeCvJGCrhzmd-VYA","Grinders Coffee Company",4,-112.0731019,33.5675286,"Phoenix","AZ",64,"17 E Dunlap Ave
Ste 2
Phoenix, AZ 85020","True","False","False","False","True"
